Gene_name	filter
TMEM255A	-
CERS3	-
TOX3	-
C9orf163	-
ZSWIM2	-
CLDN18	-
HMBS	-
MANEA	-
QTRT1	-
TNRC18P1	-
SMIM6	-
OR10A4	-
CKAP4	-
VASH1	-
UBASH3A	-
C1QTNF9	-
GPR142	-
LPP-AS1	-
INPP5J	-
CORO7	-
PIGO	-
LINC01530	-
PAWR	-
TRIM21	-
LINC00840	-
KLRA1P	-
STX2	-
MTARC1	-
ADAMTS9-AS2	-
ALOX12B	-
CALN1	-
NR2F2-AS1	-
FAM239A	-
FCRLA	-
RNU5F-1	-
FAM169A	-
CCDC70	-
NAALADL2	-
PBLD	-
PENK	-
RNF5P1	-
PSMA7	-
ATXN1	-
TBC1D19	-
STX16-NPEPL1	-
PDE10A	-
MMP15	-
RFX8	-
STPG2	-
CLPTM1	-
SLC37A3	-
MT-ND1	-
UMOD	-
NPAS3	-
BMS1P17	-
NKPD1	-
ZBTB20-AS3	-
RAMP3	-
CALHM3	-
FSHR	-
SYNPO	-
NGFR	-
LINC01233	-
LINC02405	-
COL6A2	-
MICAL3	-
ZNF501	-
LINC02411	-
CLDN23	-
KCNJ4	-
LINC01842	-
ITGAE	-
FBXL8	-
MEGF10	-
OR2T7	-
UBE2Z	-
TBC1D14	-
CANX	-
PRSS35	-
DIO3OS	-
CHROMR	-
CRTAP	-
TTC31	-
TRIM48	-
POLM	-
MIR4713HG	-
ANKRD24	-
LINC02265	-
C19orf73	-
TESMIN	-
PANK2	-
FOXF2	-
ITGAM	-
SSTR1	-
OSBPL2	-
POTEC	-
ABCG2	-
LINC00174	-
CDRT15P1	-
MACC1-AS1	-
BRDT	-
WAC-AS1	-
MIR149	-
GPHB5	-
DCLK2	-
KRT86	-
HID1	-
SART3	-
ATP11C	-
RSPO2	-
TEK	-
UGT1A1	-
DISP3	-
PHTF2	-
NRON	-
C1orf167	-
DAAM1	-
ACSF2	-
CRYZL2P	-
LINC01609	-
PCBP4	-
LPGAT1-AS1	-
OR10X1	-
GTPBP4	-
PTP4A3	-
USP20	-
DUSP21	-
SKAP1	-
CASP8AP2	-
MIR4632	-
C1QL2	-
ANKRD18B	-
EN2	-
SNORA16B	-
MIR4794	-
MT-TH	-
GSTT2B	-
SPAG7	-
MIR449C	-
SPAG17	-
BPIFB4	-
FICD	-
NISCH	-
GHR	-
THOC7-AS1	-
NOL4L-DT	-
PPP1R2	-
ROGDI	-
OR13G1	-
LINC02201	-
PKD1L2	-
ERVV-2	-
TMEM191C	-
ZNF268	-
TARID	-
SEMA3G	-
HOXC-AS1	-
CDX1	-
DENND2B	-
CMTM5	-
PIK3CG	-
CARD18	-
SND1-IT1	-
OBP2A	-
CCDC168	-
OTOAP1	-
PAQR8	-
FOSL1	-
CLEC4GP1	-
ITIH4	-
PRKDC	-
AHSA1	-
LINC01317	-
ASB18	-
PWAR5	-
TBC1D3	-
LNCPRESS1	-
STARD3	-
PCAT7	-
CRYBG3	-
MIR210HG	-
DGKI	-
AP1M1	-
CYP3A7	-
NAP1L5	-
SARS2	-
AHI1	-
OLIG3	-
LRRC53	-
CYLC1	-
PDIA4	-
ZNF674-AS1	-
STAT2	-
ELMOD1	-
GALNTL5	-
LINC00930	-
HLA-DQA1	-
OGFR-AS1	-
ZMYM2	-
ELL2	-
NKX2-6	-
MORC2-AS1	-
SLC41A2	-
TP53BP2	-
AGAP1	-
SIGLEC5	-
TAF1A	-
GTF2A1L	-
DENND5A	-
ZNF234	-
C11orf80	-
PPP1R11	-
CYFIP2	-
MIR6726	-
MIR323B	-
BDNF-AS	-
SULT1A1	-
ATP2A3	-
C2orf80	-
NOCT	-
MIDN	-
PTBP1	-
LRRFIP1	-
RAC2	-
NPIPB6	-
NOTCH2	-
FLCN	-
MX2	-
ZNF32-AS2	-
SLC39A5	-
DENND1C	-
RNF182	-
IL2RB	-
TOR2A	-
TUT7	-
FRG1-DT	-
CAMKK1	-
RASGRF2	-
TOX	-
ENAH	-
LINC01612	-
DIAPH3-AS1	-
BHLHE40	-
CYP2J2	-
POMZP3	-
LEMD1-DT	-
C2CD4D-AS1	-
TBC1D2B	-
LINC00229	-
MYL12B	-
CBL	-
RNF175	-
HAS3	-
SEMA4B	-
FAM167A	-
GNG13	-
CEP85	-
GOLGA8F	-
NBEAL1	-
FAM180B	-
PCP4L1	-
H6PD	-
ASMT	-
HIVEP3	-
CNDP2	-
IP6K3	-
MBD4	-
KRTAP10-4	-
STK32A	-
UGT1A4	-
DEFB129	-
LINC01558	-
OAZ1	-
COMMD2	-
BTN1A1	-
HAT1	-
MMP11	-
TTC39C	-
MFHAS1	-
CLCA4	-
TSPO	-
MDK	-
CEP95	-
ADCY2	-
LINC02242	-
SOX9-AS1	-
ZNF596	-
LINC02805	-
OR5D16	-
PIEZO1	-
BOK-AS1	-
GBP3	-
SLC37A4	-
AKR1C6P	-
AGAP4	-
NRDE2	-
ARMC10	-
DRD5	-
GRAMD2A	-
KRT23	-
SCN10A	-
SMPX	-
RNF213	-
PDGFA	-
SUPT3H	-
MYH16	-
CD99P1	-
ZCCHC3	-
BASP1	-
TOMM70	-
ZNF530	-
SMTN	-
LINC01069	-
LINC01781	-
ABL2	-
SPART-AS1	-
IREB2	-
UCP2	-
CDH16	-
AGTR1	-
OSMR-AS1	-
OXER1	-
GABRB1	-
GLYR1	-
SPHK1	-
PTGES2	-
MIR520H	-
LDLRAD3	-
ZCCHC17	-
NCLN	-
NCOA5	-
NMNAT3	-
TMEM192	-
PDE1A	-
TRIML1	-
TGFBRAP1	-
OR4K13	-
RGS8	-
KCNK4	-
SDR39U1	-
PAQR5	-
SLC38A1	-
ZNF354C	-
OPRD1	-
MIR196A2	-
SMARCAD1	-
CYB5R1	-
CPA1	-
ZNF804B	-
METTL2B	-
CD101	-
LGALS8-AS1	-
ZNF793	-
PPP2R3B	-
GEMIN8	-
USP22	-
GAB4	-
CASC11	-
ABCC3	-
EPB41	-
KLHL2	-
GPBAR1	-
CTSF	-
SIAE	-
ANGPTL5	-
MYMK	-
LINC02219	-
RBL1	-
ARHGAP19	-
SEL1L3	-
PGPEP1	-
SLC7A5P2	-
SLC25A17	-
AGGF1	-
C5AR2	-
LINC00851	-
PECR	-
TEX35	-
OXTR	-
TBKBP1	-
GTPBP1	-
PCDH19	-
NMRAL1	-
ZNF438	-
TAS2R42	-
NRAV	-
SLFNL1-AS1	-
CCDC88C	-
MIR548Y	-
HS6ST1	-
SMIM28	-
C7orf31	-
WEE2	-
B4GALT4-AS1	-
TPM1	-
FCRL6	-
TGFBI	-
SLC25A46	-
RPPH1	-
SPATA42	-
KCNAB1-AS1	-
LINC00494	-
TEX41	-
ACP4	-
SNX16	-
ARHGAP1	-
CENPVL3	-
PTPRM	-
BDH2	-
GPR183	-
SPACA6	-
FAM27B	-
UIMC1	-
TSPAN9	-
ZFYVE1	-
FGR	-
LINC01138	-
NTM	-
MAP3K12	-
MIR633	-
EFHB	-
BMS1P1	-
NIPBL-DT	-
TNR	-
DENND5B-AS1	-
SLC7A8	-
CCDC77	-
PINLYP	-
FAM71D	-
OR8S1	-
MIR6811	-
C18orf12	-
FOXP4-AS1	-
CD24	-
DGKH	-
OTOP3	-
RABGAP1L	-
CAVIN3	-
PGR-AS1	-
CITED4	-
RTL4	-
CLEC3B	-
ELF5	-
FRRS1	-
LAMTOR1	-
UCA1	-
LINC01347	-
MS4A6A	-
LINC01444	-
HEXD	-
MRTFB	-
FGF14	-
RMDN2	-
C9orf40	-
GLYAT	-
SP8	-
ARSH	-
MAP4K1	-
XKR4	-
CLTCL1	-
ZBTB41	-
TRDN	-
SPECC1L-ADORA2A	-
TTC4	-
DPYSL5	-
SFTA2	-
SEC23A-AS1	-
AFTPH	-
SLC17A3	-
ERI3-IT1	-
CNTRL	-
SOWAHA	-
LINC01963	-
MLX	-
SYT2	-
ZNF202	-
IL1RAP	-
TBC1D3P2	-
SATL1	-
ST8SIA5	-
CDYL	-
MALINC1	-
SNORA21B	-
LINC01088	-
GPR33	-
CMYA5	-
NUDCD1	-
METTL22	-
PLEKHA4	-
LINC01940	-
KIR2DL3	-
SRP68	-
CSNKA2IP	-
RAB1A	-
GNL1	-
ZNF576	-
AADACL2	-
CTU1	-
MAPKAP1	-
TRAPPC3L	-
ERVW-1	-
DZIP3	-
MIR3151	-
TNNI3	-
PLA2G4E-AS1	-
INSYN2B	-
ATXN8OS	-
LRRC18	-
SSH3	-
PRDM14	-
WNT11	-
HIGD1A	-
TNFSF13B	-
SLC5A4-AS1	-
LINC02171	-
LTA	-
EIF4H	-
LINC01635	-
IDUA	-
BCDIN3D	-
HEXIM1	-
TPBG	-
MIR1224	-
YIPF4	-
GP5	-
MUS81	-
OR1L4	-
TMEM247	-
ZNF806	-
LINC01675	-
SPATA8-AS1	-
GPD1	-
OR4K3	-
SPANXB1	-
TMC5	-
ACTA2	-
LEF1-AS1	-
BTN2A1	-
CASP8	-
THAP7-AS1	-
LINC01405	-
RNF166	-
PEG13	-
OGFR	-
ZSWIM8	-
SPINT3	-
SUN3	-
ZNF772	-
THNSL2	-
THBS3	-
GSX1	-
FAM83D	-
TYRO3	-
SEPSECS-AS1	-
ZNF383	-
KTN1	-
ATF7IP2	-
EFEMP2	-
SASS6	-
UMODL1-AS1	-
CDRT8	-
SPRED2	-
CSAD	-
SPRY4-IT1	-
PHAX	-
GNLY	-
LINC01653	-
RNVU1-8	-
JUND	-
USP17L10	-
MYCT1	-
PTGES3L-AARSD1	-
TIMM9	-
TMC3-AS1	-
NCK2	-
RBM23	-
ENTPD4	-
MYCBPAP	-
SPACA9	-
PAX5	-
ARMC3	-
KLHL21	-
LDLRAD1	-
SLC26A2	-
TINAGL1	-
YBX3P1	-
FGD5-AS1	-
PMS2P4	-
CDK5R1	-
HPS5	-
LINC02288	-
LINC02478	-
LINC00945	-
TCTN3	-
TMEM147-AS1	-
DCST2	-
MXRA7	-
CPEB2-DT	-
ALOX15	-
CA8	-
NDUFA12	-
ARMC9	-
EFNA1	-
LCE2B	-
LILRA2	-
ORAI3	-
VEGFC	-
NOX1	-
EGFLAM-AS2	-
NXPE4	-
DMRTA1	-
CCM2	-
PMFBP1	-
KIAA2026	-
ABCB5	-
ARHGAP23	-
PTCD3	-
NUP50-DT	-
FOXK1	-
ECHDC1	-
TMEM109	-
C9orf62	-
CPTP	-
EDAR	-
ACTN2	-
SCARNA27	-
OR51E2	-
TYRO3P	-
INTS10	-
MIR5579	-
LINC01102	-
FYTTD1	-
CD33	-
DCTN4	-
DNAJC9	-
PDZD4	-
CIDEA	-
ABHD16A	-
LINC01121	-
ZFP91	-
MYCNOS	-
TIMM44	-
MESP2	-
CD300LD	-
NFE4	-
LAMP5-AS1	-
LINC00222	-
CRACR2B	-
KRT32	-
HS6ST3	-
B9D2	-
SLC66A3	-
FAXDC2	-
GBP1	-
MIR202	-
BPIFA3	-
AKR7A2	-
ZNF687	-
LINC02065	-
SCO2	-
ADGRL2	-
MRM2	-
COQ8A	-
ADARB2-AS1	-
SREBF2	-
AGPAT2	-
FAM187B	-
OBSCN	-
MS4A5	-
AGAP3	-
AHNAK	-
TICAM1	-
OR2AG2	-
SGTA	-
GCM1	-
ZBED8	-
RUNX1	-
NPPA-AS1	-
RNU6-9	-
NCR3LG1	-
RBMS3-AS3	-
GRK7	-
MIR4999	-
OSER1	-
C1QTNF9B	-
ANKRD26	-
DNAL4	-
TKTL2	-
SIPA1	-
HSD11B1-AS1	-
PAXX	-
SNORA20B	-
FAM135A	-
SELENOH	-
METRNL	-
CNOT3	-
MOG	-
GOLGA8A	-
TTC3P1	-
ABCC12	-
UNC5C	-
HEATR9	-
RDH5	-
TBC1D1	-
THUMPD2	-
MYCBP2	-
LINC01898	-
ZDHHC4	-
LY6G5C	-
MOXD2P	-
ZNF577	-
MDFI	-
GAB2	-
NKX1-1	-
SEPTIN7	-
DLGAP4	-
TBC1D32	-
NFIL3	-
LNX1-AS1	-
NANOS3	-
PDGFRA	-
SSX6P	-
BAIAP2L2	-
ZDHHC8P1	-
C9orf43	-
INF2	-
ADAMTS8	-
ANKRD13A	-
SLC38A6	-
DPH1	-
CRYZ	-
CCDC12	-
GPC1	-
UNC13B	-
ZNF627	-
LINC02476	-
CCDC85A	-
TACR2	-
TFPI	-
SDHB	-
PVRIG2P	-
BCHE	-
FAM171B	-
SELL	-
AKT3	-
CEP68	-
GSDMC	-
WRAP73	-
OR14I1	-
ADGRF5	-
PYGL	-
SERPINI2	-
DGUOK	-
ARF6	-
SLC22A7	-
C10orf55	-
ADSS2	-
KIAA0408	-
IER3	-
USP13	-
PI4K2A	-
SP2-AS1	-
SLC16A13	-
SUPT5H	-
CGB5	-
MX1	-
CPEB2	-
MMP26	-
WDR44	-
ZFYVE27	-
VPS41	-
PLEKHM2	-
P2RX7	-
PEG3-AS1	-
OR10Z1	-
SILC1	-
F2RL1	-
RNU1-3	-
SLC22A18AS	-
LYZL6	-
GPM6A	-
GRM7-AS1	-
OR2A2	-
SLC25A21	-
ZNF716	-
JAZF1	-
MAST2	-
TRG-AS1	-
PSG6	-
IFITM10	-
LINC02224	-
NLRP1	-
CXCL5	-
MROH5	-
SLC4A2	-
BPIFC	-
CFL1P1	-
PNLDC1	-
LINC01877	-
SLC25A18	-
EGFL8	-
PADI4	-
DINOL	-
GNAT2	-
GALC	-
LINC01518	-
PRIMA1	-
VPS33B-DT	-
TSGA13	-
CC2D1A	-
ASAP1-IT1	-
IFI44L	-
RHOT1	-
MIR202HG	-
PDLIM2	-
DOCK3	-
R3HDML	-
LINC02378	-
SETD1B	-
LINC02494	-
CD6	-
ZNF214	-
TMEM108	-
ANHX	-
KCNN3	-
CDX2	-
CLEC12A	-
DPAGT1	-
CNKSR2	-
LGALS3	-
LINC01281	-
LINC01918	-
MAPK4	-
ZNF334	-
MFSD6	-
LINC02238	-
UTS2B	-
TNIP2	-
SKOR1	-
SYN1	-
LINC00415	-
TM9SF3	-
HPS4	-
TPPP3	-
GSTM2P1	-
MFSD4B	-
FAR2P1	-
SLC6A6	-
IGSF22	-
JPX	-
TMOD3	-
ADAM18	-
USPL1	-
C17orf107	-
FABP2	-
SERPINA2	-
GIMAP8	-
IFIT1	-
LINC02143	-
GPBP1	-
MAP3K11	-
OR2T3	-
SPARCL1	-
OR2J1	-
PTPN7	-
FPGT-TNNI3K	-
KIAA0930	-
RRM1	-
PRR20G	-
BTBD2	-
SYDE2	-
IFNG-AS1	-
FAM83A	-
VCPKMT	-
NPTX2	-
WHAMM	-
ASNSP1	-
LINC01630	-
LINC01164	-
MROCKI	-
TVP23A	-
SNHG31	-
HERC2P7	-
TRPC7-AS2	-
DNMT3L	-
APBA2	-
MIR3131	-
NIPA1	-
LINC00513	-
RIPPLY2	-
LINC02003	-
EDDM3B	-
SYBU	-
KIAA0754	-
ADAM3A	-
MRC1	-
DPH7	-
GOLGA8H	-
SPATA32	-
EVPL	-
P4HA2-AS1	-
IER5	-
CD302	-
KRTAP9-2	-
MIR548I3	-
APEX2	-
RIC8A	-
AQP8	-
AP2M1	-
SNORD94	-
ZPBP	-
ISX	-
SNORA3B	-
ARHGAP28	-
MCM7	-
TRIM25	-
GSG1L2	-
SYT3	-
HACD4	-
MSH5-SAPCD1	-
TRPM5	-
SCARB1	-
HSPG2	-
UBALD2	-
RBPJL	-
DLEC1	-
KCTD20	-
VEGFA	-
PMS1	-
MAN1A1	-
SFMBT2	-
VWA7	-
REXO1L2P	-
XRCC4	-
CARD11	-
NUAK2	-
PDCL3	-
FGGY	-
RABGGTB	-
SSR1	-
FCN2	-
OR1N1	-
OR10T2	-
FAM120A	-
EAPP	-
LSR	-
SIRPD	-
RPS23	-
NFYC-AS1	-
KCNQ2	-
JMJD1C-AS1	-
SFPQ	-
SNRNP200	-
LINC00299	-
LINC01624	-
PTP4A2	-
TRAM2-AS1	-
C6orf163	-
GJD2	-
P2RX4	-
RPL13AP6	-
PLXNA1	-
MYOC	-
LINC01271	-
LINC02347	-
WSPAR	-
CD52	-
SUMO1P1	-
VPS36	-
NKAIN4	-
RCAN1	-
GBF1	-
CBFA2T3	-
OR1D2	-
CDHR4	-
CTNNAL1	-
HCG17	-
FOXJ2	-
TUBB8	-
ADD1	-
CEBPB-AS1	-
FCHO2	-
PIK3CA	-
PTBP3	-
ZNF692	-
CSNK1A1P1	-
XAF1	-
DYNC1LI2	-
TUBA3FP	-
ZP2	-
LINC01289	-
CLEC12A-AS1	-
LINC02714	-
LINC01978	-
ALDH5A1	-
LINC01590	-
SSX9P	-
P2RY13	-
PHLDB2	-
CHRM3-AS2	-
FAM177B	-
SMC1A	-
PGC	-
ADAM15	-
FOSL2	-
OR4B1	-
MACROD2-IT1	-
PRSS38	-
TBX2	-
NANS	-
HTRA1	-
TECRL	-
PACRG-AS3	-
TTC39B	-
GOLGA6L10	-
VAMP8	-
PRNT	-
RREB1	-
HLA-B	-
UTY	-
GLUD1P2	-
PTCD1	-
C4orf17	-
FRG2KP	-
ALDH1B1	-
EIF4E2	-
TULP1	-
LIG3	-
KRT17P2	-
LINC02016	-
SNX31	-
HS6ST2-AS1	-
SLC25A3P1	-
WASHC2A	-
STX11	-
MIR548AW	-
PPM1N	-
LMOD3	-
SLC25A52	-
SOGA1	-
ANKUB1	-
RPL9	-
RTP2	-
FAM214A	-
LINC00993	-
CSTL1	-
DCDC2C	-
LINC01224	-
MACF1	-
DIO3	-
ZNF138	-
WIZ	-
SACM1L	-
LINC00974	-
LINC02315	-
MED15	-
HDHD5-AS1	-
LRRN2	-
MKNK2	-
CRISPLD2	-
MMP14	-
ROM1	-
PDIA3P1	-
STOX1	-
LY96	-
DMXL1	-
INTS1	-
CARD14	-
VEGFB	-
SPIRE2	-
TESPA1	-
SPRN	-
CTU2	-
ZC3H18-AS1	-
C22orf23	-
GATA3	-
LINC00421	-
CATSPERD	-
MBD1	-
MDFIC	-
UBLCP1	-
OR2A25	-
HIF1AN	-
MAP2K4P1	-
RAG1	-
LINS1	-
SHROOM3	-
ADRA2A	-
ARGFXP2	-
TTYH3	-
ZDHHC24	-
CD1E	-
MLNR	-
TRMT61A	-
ZNF169	-
LINC01151	-
LHX1-DT	-
KIF3A	-
PROS1	-
CFAP46	-
TMEM89	-
CLYBL-AS1	-
FCN3	-
SLC22A13	-
SPATA31C2	-
KLRG1	-
BAG6	-
SCN4B	-
ARHGAP44	-
PYROXD2	-
SPDYE18	-
ZNF174	-
SDR9C7	-
C15orf39	-
DRD3	-
WDR45B	-
MIR3612	-
RPRD2	-
LINC01942	-
LINC01686	-
SLC16A10	-
RAP1GAP	-
OR51F1	-
CTDSP1	-
PDE6A	-
DPP10	-
PTPRVP	-
SRPK3	-
CALHM6	-
TXNDC16	-
SFI1	-
TAPBP	-
DCHS2	-
ANXA2P3	-
PSG2	-
PRXL2C	-
RBMY1A1	-
GRIA1	-
SNHG27	-
SPAG1	-
CHRNA3	-
SLC22A17	-
TRIM42	-
NLRP12	-
KRT17P5	-
MIR548H4	-
ZNF404	-
FLVCR1	-
UBE2D3-AS1	-
SCN4A	-
WAS	-
CCL7	-
PPP6C	-
ZAN	-
GPRASP1	-
CPNE3	-
CASC9	-
GRIP2	-
LINC02267	-
PCDHA3	-
DNAJC9-AS1	-
NEMF	-
ZDHHC12	-
SHLD1	-
PLUT	-
LINC02428	-
SLC35A5	-
KIAA0586	-
ZBTB10	-
EFCAB6	-
DNAJB5	-
SPATC1	-
IL5RA	-
CYP11B1	-
LINC01535	-
CUL2	-
SNORD3K	-
AAAS	-
IL17C	-
LINC01893	-
VPS52	-
PLCZ1	-
IQSEC1	-
LINC02299	-
VPS53	-
TSPAN12	-
ZBTB17	-
RUFY2	-
SLC44A3	-
TEKT4P2	-
YEATS2	-
ZNF26	-
C10orf62	-
LINC02418	-
TCP11L2	-
ZNF215	-
LINC02587	-
RIMBP2	-
DDC-AS1	-
STIM2	-
CLDN10-AS1	-
PARS2	-
PLA2G4D	-
MAP3K2	-
TUBA1C	-
WIPF3	-
TRIM10	-
BCL2L2-PABPN1	-
DAB1-AS1	-
C3orf84	-
FAM133CP	-
TBCC	-
BAZ2B	-
LINC01049	-
ULBP2	-
GAB3	-
CST8	-
CFAP58-DT	-
OR1I1	-
ZBED1	-
PDE1B	-
SDCBP2-AS1	-
ARTN	-
LINC00539	-
PGS1	-
FILIP1L	-
IPO5P1	-
FAM174B	-
C2-AS1	-
NAPSA	-
KDM7A-DT	-
SPATA13-AS1	-
LINC02537	-
TIMM29	-
ZNF507	-
CD79B	-
SNAR-G1	-
RASGRP4	-
SNHG7	-
POU3F1	-
CTSZ	-
ABHD11	-
D2HGDH	-
MSX2P1	-
ZNF426	-
LINC00698	-
DLG5	-
C9orf131	-
HLA-E	-
CYP2T1P	-
GRM2	-
ANKIB1	-
HAND2-AS1	-
TIAM2	-
ZNF205-AS1	-
SCEL	-
SNORD114-2	-
PRKN	-
ARHGEF39	-
RPL32P3	-
OR10C1	-
LINC01840	-
NCBP1	-
FAM205BP	-
MRPL18	-
FBN3	-
CD2AP	-
FRMPD4	-
HIF1A-AS2	-
AFF4	-
SLC25A32	-
TRERF1	-
SP110	-
LYAR	-
ATF6	-
GCFC2	-
DEF8	-
ARHGAP18	-
RHBDD2	-
EPOR	-
CHAMP1	-
LINC02297	-
FAM234A	-
ABL1	-
AIRN	-
NFIB	-
CENPE	-
TMPRSS13	-
NUDT9P1	-
LNX2	-
DDX5	-
LAMB4	-
CREBZF	-
PTX4	-
FCGR1B	-
TRIP12	-
EXTL3	-
MRPS23	-
KLRC2	-
C21orf91	-
EPHA5	-
DHX57	-
TGM6	-
TMCC3	-
ANKRD20A19P	-
LINC01003	-
NLGN2	-
CHEK2P2	-
FAM171A2	-
ABHD1	-
NDUFAF2	-
SGPP1	-
TEX13D	-
NUP107	-
GGT5	-
CKAP5	-
PLS3-AS1	-
CAPSL	-
PINK1-AS	-
ENAM	-
LRRC52	-
PLXNA4	-
TST	-
CPM	-
MYADML	-
ROR1-AS1	-
LINC01127	-
OR5AC2	-
FUNDC1	-
DANT2	-
PPFIA2	-
INTS7	-
UGT1A5	-
CREM	-
LINC00445	-
PCGF5	-
CETP	-
ST7-OT4	-
ADORA2A	-
ARHGEF10L	-
DCAF13P3	-
PNLIPRP1	-
ZNF880	-
ADGRE5	-
PSG9	-
MYOM1	-
ATXN7L2	-
SAPCD1-AS1	-
ZSWIM5	-
CENPBD1	-
DNA2	-
AK5	-
FAM198B-AS1	-
IQCK	-
PDE6B	-
KCTD3	-
CACNA1C-AS4	-
HNF1A	-
RTCA-AS1	-
MAP6D1	-
SEC22B2P	-
SYT10	-
ANKRD44-IT1	-
PTPRS	-
ZXDC	-
IER5L	-
RBBP4	-
ARL15	-
LINC00449	-
KCNMB2-AS1	-
ZNF615	-
ZNF550	-
MINDY1	-
LINC01493	-
CD99	-
CLEC2D	-
NNT-AS1	-
LINC00598	-
LMX1B	-
MMP24	-
MIR12130	-
PPP1R2P2	-
TMEM178B	-
MECOM	-
PLPP2	-
ABCC9	-
ZSCAN9	-
METTL3	-
LINC02140	-
ADNP2	-
KIR3DX1	-
CELF4	-
TRIM72	-
MAP3K7CL	-
ZSCAN16	-
LINC02436	-
ARHGAP4	-
KRT82	-
WWC2	-
OVGP1	-
OR1J2	-
CTXND1	-
PTGES2-AS1	-
KCNIP4-IT1	-
SPSB3	-
LINC02308	-
ZNF440	-
MIR3130-1	-
CALCOCO2	-
KIF27	-
TENT4B	-
DYM	-
SLC25A37	-
DNAH9	-
NLRP9	-
MIR10397	-
SFXN4	-
SCAF8	-
INPP5F	-
DKK1	-
RHOBTB2	-
TSPAN13	-
PRAMEF5	-
LINC00475	-
ZNF813	-
ACAD10	-
RAB4B-EGLN2	-
LINC00987	-
LINC02004	-
LINC02737	-
PNMA6F	-
CHURC1	-
CFAP65	-
LINC01436	-
RDH11	-
RNU1-4	-
SCCPDH	-
TMCO3	-
SRP54-AS1	-
LINC01742	-
GOLGA8J	-
APOLD1	-
GABRE	-
MAGEB18	-
XAB2	-
PABPC3	-
FOXO6	-
SLC22A2	-
SLC25A25	-
LINC01124	-
TESK2	-
SERPINA3	-
LRPAP1	-
DNAJC18	-
LINC00934	-
CCNJ	-
DYNLT1	-
TLR10	-
METTL1	-
NOP53	-
GPX4	-
PPP4R1-AS1	-
CD7	-
ACTG1P20	-
FAR2P2	-
SCARNA5	-
HOXA3	-
SCNN1D	-
KIF1C	-
NALCN	-
LRRC37A8P	-
MGAM	-
MMP8	-
PDE8B	-
QDPR	-
P2RY14	-
RBM28	-
ZSCAN29	-
LACTB	-
LINC01033	-
CYP4X1	-
MIR4293	-
DENND10	-
SNORD65	-
CCNL2	-
LINC01790	-
CPNE8	-
GNL2	-
PMEL	-
PPP1R12A-AS1	-
GPN2	-
HSF2	-
NCF1	-
PLD4	-
DMAC1	-
PITX2	-
OR2T12	-
CMTM1	-
PPT2	-
PARP8	-
LAYN	-
LINC00211	-
APMAP	-
NEFH	-
ADAMTS7P1	-
UPF1	-
GDF11	-
KISS1	-
OR12D1	-
TIE1	-
NINL	-
LINC01733	-
GOLGA6B	-
LINC02774	-
CCDC85C	-
MINAR1	-
GPSM3	-
MED13L	-
PEG3	-
HDAC4	-
PNMA8A	-
ZC3H12D	-
MTDH	-
MYO1B	-
LINC01537	-
LINC01667	-
RAD9B	-
LINC00606	-
TUBA3D	-
ZNF503-AS1	-
PCSK6	-
PDIA3	-
TSFM	-
LRRC4C	-
NTSR2	-
LINC01815	-
ELFN2	-
SETD2	-
HAGLROS	-
TAPT1-AS1	-
PSTPIP2	-
TRPM6	-
MIR4707	-
SEMA3B-AS1	-
LINC01358	-
COA7	-
OBI1-AS1	-
ALPK2	-
NSUN2	-
GCSH	-
NPSR1-AS1	-
SLF1	-
RMND1	-
PIN1	-
LINC01939	-
NHS-AS1	-
MT-TF	-
HIPK2	-
OR2F1	-
ATP6V0B	-
LINC02027	-
MYL5	-
PURB	-
MIR570	-
P2RY6	-
BTN3A3	-
EIF3G	-
FPGS	-
STEAP4	-
DNTTIP1	-
LINC00653	-
NEIL2	-
IFNA21	-
NEUROG3	-
OPA1-AS1	-
LINC01586	-
FAM228B	-
SEMA7A	-
FAM47A	-
MTREX	-
GXYLT1	-
NRDC	-
RPS26	-
MIR600HG	-
MIR548AT	-
LY6E	-
TNFRSF10C	-
WDCP	-
BRSK1	-
NTPCR	-
ZMAT4	-
TFAP2D	-
LINC02639	-
ATP11A-AS1	-
RPP30	-
DHFRP3	-
FBXL7	-
CSMD3	-
SEC24C	-
SERPINB7	-
C11orf97	-
ZNF425	-
LINC00446	-
RSPRY1	-
ANP32C	-
PMS2	-
ODC1-DT	-
USP26	-
SNAP25-AS1	-
STRN4	-
CCDC27	-
COX4I1	-
MFNG	-
POU5F1B	-
TALAM1	-
PLEKHB2	-
LY6K	-
HHIPL2	-
CAND2	-
LINC00886	-
PRR5-ARHGAP8	-
GDPD4	-
PIN4P1	-
PCNX2	-
AOC4P	-
CWF19L2	-
PCDHGA1	-
KCNE1B	-
ZNF683	-
LINC00609	-
TANC1	-
C1QB	-
ZNF219	-
RIN2	-
CIDECP1	-
RPTOR	-
OR5D18	-
RNF187	-
F11-AS1	-
GIMAP1	-
THAP7	-
ZNF154	-
ABTB2	-
TNN	-
KHDRBS2	-
LINC01089	-
PXDNL	-
CCDC113	-
POU6F2	-
LINC00908	-
GUCD1	-
CHL1-AS2	-
LINC00543	-
VPS8	-
CLUH	-
PRH2	-
PRR14L	-
EPB41L5	-
TEKT2	-
FAM138B	-
DNAJC27-AS1	-
LINC01724	-
PRAMEF9	-
CDCA7L	-
FBXO38	-
TIMM8A	-
FIGNL2-DT	-
VSTM1	-
SORL1	-
UFSP1	-
NBR2	-
OR10K2	-
C8orf48	-
